"Name","End Time","Runtime","State","cutoff_distance","dropout","hidden_channels","learning_rate","weight_decay","Test Accuracy","Test F1","Test Loss","Test Sensitivity","Test Specificity","Train Accuracy","Train F1","Train Loss","Train Sensitivity","Train Specificity"
"solar-sweep-15","2025-01-08T14:32:01.000Z","307","finished","3.4874743023806056","0.5","64","4.850891639545095e-7","0.00026122805970173966","0.511","0.6763732627399074","0.6947901447614034","1","0","0.5262857142857142","0.6896293523025084","0.693055985229356","0.9997286295793758","0"
"skilled-sweep-16","2025-01-08T14:44:46.000Z","759","finished","5.5986068234314015","0.4","32","7.89744677191826e-7","0.000003480307480099194","0.511","0.6763732627399074","0.696913500626882","1","0","0.5261428571428571","0.6895066928765328","0.6934741671596255","0.9994572591587516","0"
"northern-sweep-17","2025-01-08T14:48:41.000Z","228","finished","9.524799346905652","0.6","32","0.00178086283145907","0.000017829960878384768","0.742","0.7397444519166106","0.6061241775751114","0.7175472928897586","0.7675528289025222","0.8244285714285714","0.827605554776266","0.4367053359746933","0.8005427408412483","0.8509803921568627"
"fearless-sweep-18","2025-01-08T15:04:53.000Z","964","finished","4.334069092499229","0.4","256","0.00005552255136950204","0.001392372507118541","0.773","0.7599577017976736","0.4732232044140498","0.7031963470319634","0.8459441036128152","0.8331428571428572","0.8254632396891811","0.37001113487141474","0.7495251017639077","0.9260935143288084"
"gentle-sweep-19","2025-01-08T15:36:13.000Z","1875","finished","9.855309903255929","0.5","64","2.9603772115349726e-8","0.0001858833337754108","0.489","0","1.8652829825878143","0","1","0.4735714285714286","0","1.9144167389188491","0","1"
"solar-sweep-20","2025-01-08T15:48:59.000Z","760","finished","6.712716350348067","0.6","64","0.00014311556403349304","9.289363878338784e-7","0.763","0.7874439461883408","0.5344768141706785","0.8590998043052838","0.6625766871165644","0.8128571428571428","0.8350956696878147","0.4628966865794999","0.9001356852103121","0.7158371040723982"
"peachy-sweep-21","2025-01-08T16:02:55.000Z","827","finished","6.3270017447086015","0.5","64","0.0000660333542566686","0.00006351268467395307","0.711","0.7551539113244846","0.57985058426857","0.8721461187214612","0.5426039536468984","0.7717142857142857","0.8064906757084039","0.5434556816305433","0.903663500678426","0.6250377073906486"
"feasible-sweep-22","2025-01-08T16:06:33.000Z","210","finished","7.675383713495839","0.8","256","1.0873713037241753e-7","0.009286536525281242","0.511","0.6763732627399074","0.6997092167536417","1","0","0.5264285714285715","0.6897519887693028","0.6961772441864014","1","0"
"true-sweep-23","2025-01-08T16:23:04.000Z","985","finished","5.447793815128108","0.5","256","0.0000024375147888212055","3.3724321396943255e-8","0.471","0.6167592368992997","0.6684815237919489","0.8330071754729289","0.092706203135651","0.4827142857142857","0.6285010772545399","0.6757272269044604","0.8312075983717775","0.09532428355957769"
"comfy-sweep-24","2025-01-08T16:26:30.000Z","197","finished","9.859702028755414","0.8","64","0.0000011125997696147046","0.0007557783917377703","0.511","0.6763732627399074","0.697554791967074","1","0","0.5264285714285715","0.6897519887693028","0.6944824606180191","1","0"
"swept-sweep-25","2025-01-08T16:32:20.000Z","342","finished","4.329899167060007","0.6","256","4.368473516595143e-8","0.000023296251512085463","0.511","0.6763732627399074","0.6957372476657232","1","0","0.5264285714285715","0.6897519887693028","0.6930809574467796","1","0"
"efficient-sweep-26","2025-01-08T16:33:10.000Z","43","finished","7.127344131625267","0.6","128","0.0028502560332617595","0.00000837143255101952","0.511","0.6763732627399074","0.6930827995141348","1","0","0.5264285714285715","0.6897519887693028","0.6918746360710689","1","0"
"lyric-sweep-27","2025-01-08T16:46:40.000Z","802","finished","5.663006065717692","0.2","32","0.000024636959373728977","0.0001716018510790741","0.477","0.6256263421617753","0.6619704167048136","0.8551859099804305","0.081799591002045","0.4937142857142857","0.6420925065643305","0.6654564227376666","0.8626865671641791","0.08355957767722473"
"frosty-sweep-28","2025-01-08T16:59:57.000Z","790","finished","9.841303032703191","0.6","32","0.00001896203277068987","0.0009173839961653062","0.497","0.6571233810497614","0.6762621055046717","0.943248532289628","0.03067484662576687","0.5087142857142857","0.671066475370636","0.678638260279383","0.9519674355495252","0.015987933634992457"
"effortless-sweep-29","2025-01-08T17:12:37.000Z","751","finished","6.898477946096996","0.8","256","0.0000757863277309121","0.000007950127190266071","0.7483333333333333","0.7171225177969277","0.5065277467171351","0.62426614481409","0.8779822767552828","0.8012857142857143","0.7810483236266331","0.4192585189427648","0.673270013568521","0.9435897435897436"
"sage-sweep-30","2025-01-08T17:14:11.000Z","87","finished","5.063461783581256","0.8","256","0.005273887810845993","6.551853754981384e-7","0.511","0.6763732627399074","0.6944406082232794","1","0","0.5264285714285715","0.6897519887693028","0.6925237668412072","1","0"
"earnest-sweep-32","2025-01-09T13:59:21.000Z","777","finished","7.853874657960819","0.2","32","0.0000019383378002203997","0.0000034603700597811726","0.5086666666666667","0.6743261157755193","0.6945101817448934","0.9954337899543378","0","0.526","0.6893840104849279","0.6924173704215458","0.9991858887381275","0"
"swift-sweep-33","2025-01-09T14:12:10.000Z","762","finished","4.8729172870234505","0.2","32","0.0001363615886751317","0.0001083262261994453","0.724","0.7423771001866832","0.5921543290217718","0.7782126549249837","0.667348329925017","0.7792857142857142","0.7994287939763728","0.529977770788329","0.835549525101764","0.7167420814479638"
