"Name","Sweep","End Time","Runtime","State","cutoff_distance","dropout","hidden_channels","learning_rate","weight_decay","Test Accuracy","Test F1","Test Loss","Test Sensitivity","Test Specificity","Train Accuracy","Train F1","Train Loss","Train Sensitivity","Train Specificity"
"fancy-sweep-108","f2b4l8u4","2025-02-04T01:41:36.000Z","86","finished","7.115432877363835","0.4","128","0.0002331531771771779","0.00028172418658436706","0.7703333333333333","0.7753505053798501","0.5588124717275301","0.7756033920417482","0.7648261758691206","0.8697142857142857","0.8733685087475701","0.32412885980946676","0.8534599728629579","0.8877828054298642"
"soft-sweep-107","f2b4l8u4","2025-02-04T01:40:02.000Z","356","finished","5.005019525897399","0.4","256","0.00002769879832083815","0.0004367315284664484","0.7383333333333333","0.7108655616942909","0.5412581264972687","0.629484670580561","0.8520790729379687","0.8302857142857143","0.8232668848556977","0.4006244359271867","0.7508819538670285","0.918552036199095"
"stellar-sweep-106","f2b4l8u4","2025-02-04T01:34:00.000Z","132","finished","9.43986800777704","0.8","256","0.00028761475640760815","0.000028180956021725344","0.777","0.7506522549385016","0.5865122477213541","0.6568819308545336","0.9025221540558964","0.8211428571428572","0.7982597486303578","0.40626492351293564","0.6721845318860245","0.9867269984917044"
"rich-sweep-105","f2b4l8u4","2025-02-04T01:31:43.000Z","129","finished","7.609215012764656","0.8","128","0.00014790668864910934","0.0007653163568447914","0.515","0.6739861079991037","0.864482174317042","0.9810828440965427","0.02794819359236537","0.537","0.6941009910335064","0.6438138463667461","0.9978290366350068","0.02473604826546003"
"avid-sweep-104","f2b4l8u4","2025-02-04T01:29:29.000Z","128","finished","9.81958351054024","0.4","128","0.0001516157389684112","0.00016079617544701","0.511","0.6763732627399074","1.7845286627610524","1","0","0.5264285714285715","0.6897519887693028","1.5529171526432037","1","0"
"bumbling-sweep-103","f2b4l8u4","2025-02-04T01:27:12.000Z","171","finished","4.069858070576573","0.6","192","0.00011443885751043838","0.00019539715205740815","0.7376666666666667","0.7099152230003686","0.5474420910080274","0.6281800391389433","0.8520790729379687","0.8251428571428572","0.8136986301369863","0.4063044105257307","0.7253731343283583","0.9360482654600302"
"ethereal-sweep-102","f2b4l8u4","2025-02-04T01:24:15.000Z","768","finished","9.596149980754996","0.6","320","0.000008289767507987532","0.00010477474013176284","0.7863333333333333","0.7745339430179388","0.4592637022336324","0.7181996086105675","0.8575323790047716","0.8148571428571428","0.8041112454655381","0.3970217225807054","0.7218453188602443","0.9182503770739064"
"silver-sweep-101","f2b4l8u4","2025-02-04T01:11:19.000Z","100","finished","5.166791405225024","0.8","192","0.0002443633904793317","0.0001028867545150305","0.751","0.7791900679869938","0.6356300810972849","0.8597521200260926","0.6373551465576005","0.8264285714285714","0.8487489107431844","0.41613884057317463","0.925101763907734","0.7167420814479638"
"grateful-sweep-100","f2b4l8u4","2025-02-04T01:09:31.000Z","787","finished","6.6202284180668585","0.5","320","0.00000927111088664045","0.00005475275670006982","0.762","0.7602417730020148","0.5192464863260587","0.7384213959556425","0.7866394001363326","0.835","0.8378492208339183","0.39780102031571524","0.8097693351424695","0.8630467571644043"
"worthy-sweep-99","f2b4l8u4","2025-02-04T00:56:17.000Z","721","finished","9.469794382412651","0.4","256","0.000010741014012512904","0.0005320840623523726","0.7763333333333333","0.7878596269364527","0.4721999416748683","0.8127853881278538","0.7382413087934561","0.8378571428571429","0.8465179175118324","0.37375609683138983","0.8493894165535957","0.8250377073906485"
"polished-sweep-98","f2b4l8u4","2025-02-04T00:44:07.000Z","212","finished","3.73921864882292","0.8","256","0.00009444306406414038","0.0004964142023529981","0.7326666666666667","0.7079388201019665","0.5550639977057775","0.6340508806262231","0.8357191547375596","0.8251428571428572","0.821522309711286","0.41204657405614853","0.7644504748982361","0.8926093514328809"
"elated-sweep-97","f2b4l8u4","2025-02-04T00:40:31.000Z","975","finished","5.652739832099797","0.4","320","0.000008762564812153858","0.0006768954861563138","0.7746666666666666","0.7657657657657657","0.5284980610013008","0.720808871493803","0.830947511929107","0.8461428571428572","0.8457241082939407","0.38874191152197973","0.8010854816824966","0.8962292609351433"
"silver-sweep-96","f2b4l8u4","2025-02-04T00:24:09.000Z","101","finished","4.576439065464875","0.6","128","0.00030267999604832995","0.0004912722435663539","0.6936666666666667","0.6146750524109015","0.6939786225557327","0.4781474233529028","0.9188820722563054","0.7698571428571429","0.7226717163022895","0.4977506675890514","0.569606512890095","0.9924585218702866"
"sunny-sweep-95","f2b4l8u4","2025-02-04T00:22:24.000Z","155","finished","4.3339054035833","0.4","192","0.00009506962664504076","0.00007394743812271805","0.7326666666666667","0.693659281894576","0.5580432191491127","0.5923026744944553","0.8793456032719836","0.818","0.8023580515048092","0.42381857335567474","0.701763907734057","0.947209653092006"
"gentle-sweep-94","f2b4l8u4","2025-02-04T00:19:42.000Z","142","finished","9.850023937033292","0.8","192","0.00014967915643112652","0.000018502813660416265","0.6566666666666666","0.500968992248062","1.138106236855189","0.33724722765818654","0.9904567143830948","0.627","0.452505766408052","1.164243953568595","0.29280868385346","0.9984917043740573"
"exalted-sweep-93","f2b4l8u4","2025-02-04T00:17:15.000Z","108","finished","8.996919191883578","0.4","256","0.0008330236183586386","0.00004927190435349623","0.511","0.6763732627399074","28.867370128631592","1","0","0.5264285714285715","0.6897519887693028","27.52343967982701","1","0"
"cerulean-sweep-92","f2b4l8u4","2025-02-04T00:15:20.000Z","167","finished","6.276631019237007","0.5","128","0.00008052881922418095","0.00036793179591867005","0.7623333333333333","0.7872276932259027","0.5920503040154775","0.8604044357469015","0.6598500340831629","0.8354285714285714","0.8530986993114001","0.40775138246161596","0.9077340569877883","0.755052790346908"
"volcanic-sweep-91","f2b4l8u4","2025-02-04T00:12:25.000Z","818","finished","7.500919781737298","0.6","192","0.00001025006942110748","0.000011319458334282871","0.7546666666666667","0.7288135593220338","0.5065747400124868","0.6451402478799739","0.869120654396728","0.7987142857142857","0.781109212366009","0.417744548193046","0.682225237449118","0.9282051282051282"
"magic-sweep-90","f2b4l8u4","2025-02-03T23:58:39.000Z","85","finished","8.074675432381287","0.5","128","0.0006166671328228395","0.0001104948791133084","0.511","0.6763732627399074","3.310980260372162","1","0","0.5264285714285715","0.6897519887693028","2.8721107925687517","1","0"
"vivid-sweep-89","f2b4l8u4","2025-02-03T23:57:08.000Z","276","finished","9.445948019742591","0.5","192","0.00004945321373777132","0.00013535261438563993","0.7633333333333333","0.729420731707317","0.5275936250885328","0.62426614481409","0.9086571233810498","0.7915714285714286","0.7578423236514523","0.43355209273951395","0.6195386702849389","0.9828054298642533"
"eternal-sweep-88","f2b4l8u4","2025-02-03T23:52:24.000Z","84","finished","4.761856094217913","0.8","320","0.0006967558317805006","0.000256132882170933","0.511","0.6763732627399074","6.153168161710103","1","0","0.5264285714285715","0.6897519887693028","5.741051997457232","1","0"
"jolly-sweep-87","f2b4l8u4","2025-02-03T23:50:54.000Z","902","finished","7.080134412562858","0.8","192","0.000012246627413417384","0.00018288734602329675","0.7623333333333333","0.7644532540469111","0.5023750389615694","0.7547292889758643","0.7702794819359237","0.8282857142857143","0.8356126914660832","0.3892628827265331","0.8290366350067843","0.8274509803921568"
"eternal-sweep-86","f2b4l8u4","2025-02-03T23:35:43.000Z","78","finished","6.130145352671216","0.5","192","0.00030306486477860536","0.00001108853936713057","0.745","0.7797293406276994","0.6581451793511709","0.883235485975212","0.6005453306066802","0.8265714285714286","0.8537701758612383","0.3949569932052067","0.9617367706919946","0.6763197586726999"
"efficient-sweep-85","f2b4l8u4","2025-02-03T23:34:19.000Z","194","finished","7.592602073937403","0.4","192","0.00005183911134574299","0.0003783423313826083","0.763","0.7637088733798604","0.511991319557031","0.7495107632093934","0.7770961145194274","0.8481428571428572","0.8511829763404732","0.37071940089975086","0.824966078697422","0.8739064856711916"
"ethereal-sweep-84","f2b4l8u4","2025-02-03T23:31:00.000Z","457","finished","7.104907709077356","0.8","192","0.000023012665423600183","0.00008043666428306605","0.761","0.7343460540941089","0.49953459451595944","0.6464448793215917","0.8807089297886844","0.8128571428571428","0.7992644805393809","0.39436694234609604","0.7077340569877884","0.9297134238310709"
"clean-sweep-83","f2b4l8u4","2025-02-03T23:23:19.000Z","416","finished","7.165465567801861","0.4","320","0.00001605085655746615","0.00025130024560768494","0.7566666666666667","0.736271676300578","0.5120458776752154","0.6647097195042401","0.852760736196319","0.811","0.7984767707539985","0.40326530060597826","0.7112618724559023","0.9218702865761689"
"wise-sweep-82","f2b4l8u4","2025-02-03T23:16:18.000Z","395","finished","4.104744574629581","0.5","128","0.000041412493021689096","0.00008224837368619066","0.7156666666666667","0.6611044894715932","0.5693379069368044","0.542726679712981","0.896387184730743","0.772","0.7367205542725174","0.4767729065247944","0.6059701492537314","0.9565610859728507"
"radiant-sweep-81","f2b4l8u4","2025-02-03T23:09:35.000Z","490","finished","5.277072715254052","0.4","128","0.000031758251498051595","0.00018765348168502536","0.7563333333333333","0.755108877721943","0.5379860947529475","0.7351598173515982","0.7784594410361282","0.8342857142857143","0.8386648122392212","0.4001346826553345","0.8181818181818182","0.8521870286576169"
"dainty-sweep-80","f2b4l8u4","2025-02-03T23:01:19.000Z","968","finished","6.039430962753135","0.4","256","0.000009708122592448248","0.00010854108703524552","0.776","0.7825242718446602","0.5210354303320249","0.7886497064579256","0.7627811860940695","0.855","0.8629674632104766","0.37836445761578424","0.8672998643147897","0.8413273001508296"
"quiet-sweep-79","f2b4l8u4","2025-02-03T22:45:05.000Z","76","finished","7.466198412146279","0.8","128","0.0007570861497115679","0.000011146274084929669","0.7653333333333333","0.7869249394673123","0.6541898796955744","0.8480104370515329","0.6789366053169734","0.9025714285714286","0.9095250729636508","0.2834492927151067","0.930257801899593","0.8717948717948718"
